X,r0,r2,r3,r5,r7,r10,r12,r17,r18,r23,r25,r28,r30,r32,r33,count
8977,,,,,,,,,,23,,,,,,1
8978,,2,,,,,,,,,,,,,,1
8979,,2,,,,,,,,,,,,,,1
8980,,,,,,,,,18,,,,30,32,,3
8981,,,,,,,,,,,,,,,,0
8982,,2,,,,,,,18,,,,,32,,3
8983,,,3,,,,,,,,,,,,,1
8984,,,3,,,10,,,,,,,,,,2
8985,,,3,,,,,,,,,,,,,1
8986,,,,,,,12,,18,,25,,,,,3
8987,,,,,,,,,,,25,,,,,1
8988,,,,,,,,,,23,,,,,,1
8989,,,,,,,,,,,,,,,,0
8990,,,,,,,,,,,,,,,,0
8991,,2,,,,10,,,,,,,,,,2
8992,,,,5,,,,,,,,,,,,1
8993,,,,5,,,,,,,,,,,,1
8994,,,,,,,,,,,,,,,,0
8995,,,,5,,10,,17,,,25,,,,,4
8996,,,,,,10,,,,,25,,,,,2
8997,,,3,5,,,,,,,,,,,,2
8998,,,,,,,12,,,,,,,,,1
8999,,2,,,,,,,,,,,,,,1
9000,,,,,,,,,,,,,,,,0
9001,,,,,,,,,,,,,,32,,1
9002,,,,,,,,17,18,,,,30,,,3
9003,,2,,,,,,,,,,,,,,1
9004,,,,,,,,,,,,,,,,0
9005,,,,,,,,,,23,,,,,,1
9006,,,,,,,,,,,,,,,,0
9007,,,,5,,,,,,,,,,32,,2
9008,,,,,,,,,,,,,30,,,1
9009,,,3,,,10,,,,,,,,,,2
9010,,,,,,,,,,,,,,,,0
9011,0,,,,,,,,,,,,,,,1
9012,,,,,,,,,,,,,30,,,1
9013,,,,,7,,,,,,,,,,,1
9014,,,,,,,,,,,,,,,,0
9015,,,,,7,10,,,,,,,,,33,3
9016,,2,,,,,,,18,,,,,,,2
9017,,,3,,,,,,,,,,,,,1
9018,0,,,,,,,,,,,,,32,,2
9019,,2,,,,10,,,,,,,,,,2
9020,,,,,,,,,,23,,,,,,1
9021,,,,,,,,,,,,,,32,,1
9022,,,,,,,,,18,,,,,,,1
9023,,,,,,,,17,,,,,30,,,2
9024,,,,,7,,,,,,25,,,,,2
9025,,2,,,,,,,18,,,,,,,2
9026,,,,,,,,,,,,,,,,0
9027,,,,,7,,,,,,,,,,,1
9028,,,,,,,,,,23,,,,,,1
9029,,,,,,10,,,,23,,,,,,2
9030,,,,,,,,,,,,,,,,0
9031,,,3,,,,,,,,,,,,,1
9032,,,,,,,,,,,,28,30,,,2
9033,,,,,,10,,,,,,28,,,,2
9034,0,,,,,,,,,23,,,,,,2
9035,,,,,,,,,,,,,,,,0
9036,,,,,,,,,18,,,,,,,1
9037,,,,,,,,,,,,,,,,0
9038,,,,5,,,12,,,,,,,,,2
9039,,,,,,,,,,,,,,,,0
9040,,,3,,,,,,,,,,,32,,2
9041,,,,,,,,,,,25,,,,,1
9042,,,,,7,,,,,,,,,,,1
9043,,,3,,,,,,,,,28,,,,2
9044,,,,,,,,17,,,,,30,,,2
9045,,,,,,10,,,,,,,,,,1
9046,0,,,,,,,,,,,,,,,1
9047,,,,,,,,,,,,,,,,0
9048,,,,,,,,,,,,,,,,0
9049,,,,,,,,,,,,,,,33,1
9050,0,,,5,7,,,,18,,,,,,,4
9051,0,,,,,,,,,,,,,,,1
9052,,,,,,,,,,,,28,,,,1
9053,,,,,,,,,,,,,,,,0
9054,,,3,5,,,,,,,,,,,,2
9055,,,,,,,,,,,,28,,,,1
9056,,,,,,,12,,,23,,,,,,2
9057,,,,,,,,,,,,,,,,0
9058,,,,,,,,,18,,,,,,,1
9059,0,,,,,,,,,,,,,,,1
9060,,2,3,,,,,,,,,,,,,2
9061,,,,,,,12,,,,,,,,,1
9062,,,,,7,,,,,,,,,,,1
9063,,,,,,,,,,,25,,,,,1
9064,,,,,,,12,,,,,,,,,1
9065,,,,,,,,,,23,,,,,,1
9066,0,,,,,,,,,,,28,,,,2
9067,,,,,,,,,,,,,,,,0
9068,,,,,,,,,,,,,,32,33,2
9069,,,,5,7,,,,,,,,,,,2
9070,,,,,,,,,,,,,,,,0
9071,,,,5,,,,,,,,,,,,1
9072,,,,,,10,,,,,,,,,,1
9073,,,,5,,,,,,,,,,,,1
9074,,,,,,,,,,,25,,,,,1
9075,,,,5,,,,,,,,,,,,1
9076,,,,,,,,,,,,,,,,0
9077,,,,,,,12,,,,,,,,,1
9078,0,2,,,,,,,,,,,,,,2
9079,,,,,,,,17,,,,,,,,1
9080,,,,5,,,,,,,,,,,,1
9081,,,,,,,,,,,,,,,,0
9082,,2,,,,,,,,,25,,,,,2
9083,,,3,,7,,,,,,,,,,,2
9084,,,,,,,,,18,,,,,,,1
9085,,2,,,,10,,,,23,,,,32,,4
9086,,,,5,,,,,18,,,,,,,2
9087,,,,,,,,,,,,,30,,,1
9088,,,,,7,,,,,,,,30,,,2
9089,,,,,,,,,,,,,30,,,1
9090,,,,,,,,,,,,,30,,,1
9091,0,,,,,,,,,,,,,,33,2
9092,,,,,,,,,,,,28,,,,1
9093,,,,,,,,,,,,,,,,0
9094,,,,,,10,,,,,,28,,,,2
9095,0,,,,,,,,,,,,,,,1
9096,,,3,,,,,17,18,,,,,,,3
9097,,,,5,,,,,,,,,,,,1
9098,,,,,,,,,,,,,,,,0
9099,,,,,,,,,,,,,,,,0
9100,,,,5,,,,17,,,,,,,,2
9101,0,,,,7,,,,18,,,,,,,3
9102,,,,,,,,,,,,,,,33,1
9103,,,,,7,,,,,,,,,,,1
9104,0,,,,,,,,,,,,,,,1
9105,,2,3,,,,,,,,,,,,,2
9106,,,,,,,,,,,,,,32,33,2
9107,,,3,,,10,12,,,,,,,,,3
9108,0,,,,,10,,,,,25,,,,,3
9109,,,,5,,10,,,,,,,,,,2
9110,,,,,,,,,,,,,,32,,1
9111,,,,,,,,,,,,,,,,0
9112,,,,,,,,,,,,,,,,0
9113,,,,,,,,17,,,,,,,,1
9114,0,,3,,,10,,,,,,,,,,3
9115,,,,,,,,,,,,,,,,0
9116,,,,,,,,,,,25,,,,,1
9117,,,,,,,,,,23,,,,,33,2
9118,,,,,,,,,,,,28,30,,,2
9119,,,,,,,,,,,,,,,,0
9120,,,,,,,,,,,,,,,,0
9121,,,,,,10,12,,,,,,,,,2
9122,,,,,,,,,,23,,,,32,,2
9123,,2,,,,,,17,18,,,,,32,,4
9124,,,,,,,,,,,,,,,,0
9125,0,,,5,,10,,17,,,,,,,,4
9126,,,,,,,,,,,,,,,,0
9127,,,3,,,10,,,,,,,,,,2
9128,,,,,,,12,,,,,,,,33,2
9129,,,,,,,,,,,,,,,,0
9130,,,,,7,,,,,,,,,,,1
9131,,2,,,,10,,,,,,,,,,2
9132,,2,3,,,,,,,,,,,,,2
9133,,,,5,,,,,,,,,,,,1
9134,,,,,,,,,,,,,,,,0
9135,,,,,,,,,,,,28,,,,1
9136,,,,,,,,,,,,,,,,0
9137,0,,,,,,,,,,25,,,,,2
9138,,,,,,10,,,,,,,,,,1
9139,,,,,,,,,18,,,,,,,1
9140,,,,5,,10,,,,,,,,,,2
9141,,,,,,,,,,,,,,,,0
9142,,,,,,,,,,,,,,32,,1
9143,,,,,,,,,,,,,,32,,1
9144,,,,,,,,,,23,,,,,,1
9145,,,,,,,,,,,25,,,,,1
9146,,,,,,,,,,,,,,,,0
9147,,,,,7,,,,,,,,,,,1
9148,,,,,,,,,,,,,,,,0
9149,,,,,,,,,,,,,,32,,1
9150,,,,5,,,,,,,,,,32,,2
9151,,,,,,10,,,,23,,,,,,2
9152,0,,,,,,,,,,,,,,,1
9153,,,,,,,,,,,,,,,,0
9154,,2,,,,,,,,,,,,,,1
9155,,2,,,,,,,,,,,,,,1
9156,,2,,,,,,,,,,,,,,1
9157,,,,,,,,,,23,,28,,,33,3
9158,,,,,,,,,,,,,,,,0
9159,,2,,,,,,,,,,,,,,1
9160,,2,,,,,,,18,,25,,,32,,4
9161,,,,,,10,,,,,,,30,,,2
9162,,2,,,,10,,,,,,,,,,2
9163,,,,,,10,,,,,,,,,,1
9164,,,3,,,,,,,,,,,,,1
9165,0,,,,,,,17,,,,,,,,2
9166,,,,,,,,,,,,,30,,33,2
9167,,,,,,,,,18,,,,,,,1
9168,,,,,7,,,17,18,,,,30,,,4
9169,,,3,,7,,,,,,,,,,,2
9170,,,3,,,,,,,23,,,,,,2
9171,,,,,,,,,,,,28,,,,1
9172,,,,,,,,,,,,,,,,0
9173,,2,,5,,,,,18,,,,,32,,4
9174,,,,5,,,,,18,,,,,,,2
9175,,,,,,,,,,,,,,,,0
9176,,,,,,,12,,,,25,,,,,2
9177,,,,,,,,,,,,,30,,,1
9178,,,3,,,,,17,,,,,,32,,3
9179,,,,,7,,,17,,,,,,,,2
9180,,,,,,,,17,,,,28,,,,2
9181,,,,,,,,,,,,,,,,0
9182,,,,,,,,17,,,25,,,,,2
9183,,,3,,,,,,,23,,,,32,,3
9184,,,,,,,,17,,,,28,,,,2
9185,,,,,,,,,18,,,,,,33,2
9186,,2,,,,10,,,,23,,28,,,,4
9187,,,3,,,10,,,,,,,,,,2
9188,,,,,,,,,,,,28,,,,1
9189,,,,,,10,,,,,25,,30,,,3
9190,,,,,,,12,,,,,,30,,,2
9191,,,,,,,,,,,25,,,,33,2
9192,,,,5,,,,,18,,,,,,33,3
9193,,2,,,,,,,,,,,,,,1
9194,,,,,,,,,,,,,,,33,1
9195,,2,,,,,,17,,,,,,,,2
9196,,,,,,,,,,23,,,30,,,2
9197,,2,,,,,,,,,,28,,,,2
9198,,,,,,,,,,,,,,32,,1
9199,,,,5,,,,,,,,,,,33,2
9200,,,,,,10,,,18,,,,,,,2
9201,,,,,,,,,,,,,,,,0
9202,,,,,,,,,,,,,,,,0
9203,,,,,,,,,,,,,,,,0
9204,0,,,5,,,,,18,,,,,,,3
9205,,,,,,,,,,,,,,,,0
9206,,,,,,,,,,,,,,,,0
9207,0,,,,7,,,,,,,,,32,,3
9208,,,,,,,,17,,,,,30,,,2
9209,,,,,,,,,,,,,,,,0
9210,,,,,,,,,,,,,,,33,1
9211,,,,,,,,,18,,,,,,,1
9212,0,,,,,,,,18,,,28,,,,3
9213,,,,,,,,,,,,,,,,0
9214,,,,,,,,,18,,,,,,,1
9215,,,,,,,,17,,,,,,32,,2
9216,,,,,,,,,,,,,,,,0
9217,,,,,,,,,,,,,,,,0
9218,,,,,,,,,,,,,,,,0
9219,,,,,,,,,,,,,,,,0
9220,,,,,,,,,,,,,,,33,1
9221,,,,,,,,,,,,,,,,0
9222,,2,,,,,,17,,,,,,,33,3
9223,,,,,,,,,,,,,,,,0
9224,,,3,,,,,,,,,,,,,1
9225,,,,,,,,,,,,,,,,0
9226,,,,5,,,,,,,,,,,33,2
9227,,,,,,10,,,,,,,,,,1
9228,,,,,,10,,,18,,,,,32,,3
9229,,,,,,,12,,18,,,,30,,,3
9230,,,,,,,,,,,25,,,,,1
9231,,,,,,,,,,,,,,,,0
9232,,,,,,,,,,,,28,,,,1
9233,,,,,7,,,,,,,,,,,1
9234,,,,,,,,,,,,,,,,0
9235,,,,,,,,,,,,,,32,,1
9236,,2,,,,,12,,,,,,,,,2
9237,,,,,,,,,,,,28,,,33,2
9238,,,,,,,,,,,,,,,,0
9239,,,,5,,,,,,,,,,,,1
9240,0,,,,,,,,,,,,,,33,2
9241,,,,,,,,17,,23,,28,,,,3
9242,,,,,,,,,,,,,,,,0
9243,,,,,,10,12,,,,,,,,,2
9244,,,3,,,,,,,,,,30,,,2
9245,,,,5,,,,,18,,,,,,,2
9246,,2,,,,,,,,,,,,,,1
9247,,,,,,,,,,,,,,,,0
9248,,,,,,10,12,,,,,,,,,2
9249,,,3,5,,,12,,,,,,,32,,4
9250,,,,,,,,,,,,,,,,0
9251,,,3,,7,,,,,,,,,,,2
9252,,,,,,,,17,,,,,,,,1
9253,,,,,,,,,18,,,,,,,1
9254,,,,,,,12,,,,,,,32,,2
9255,,,,,,,,17,18,,,,,,,2
9256,,,,,,,,17,,,,,,,,1
9257,,,,,7,,,,,,,,,,,1
9258,,,,,,,,,,,,,,,33,1
9259,,,,,,,,,,,,,,,,0
9260,,,,,,,,,,,,,30,,33,2
9261,,,,,,,12,,,,,,,,,1
9262,,,,,,,12,,,,,,,,,1
9263,,,,,,,12,,,,,,,,,1
9264,,,,,,,,,,,,28,,,,1
9265,0,,,,,10,,,,,,,,,,2
9266,,,,,,,,,,,,,,,,0
9267,,,,,,,,17,,23,,,,,,2
9268,,,3,,,,,,,,,,,32,,2
9269,,,,,,,12,,,23,,,30,,,3
9270,0,,,,,,,,,,,,,,,1
9271,,,,,,,,,,,,,,,33,1
9272,,,,5,,,,,18,,,,,,,2
9273,,,,,,,,,,,,28,,,,1
9274,,,,,,,,,,,,,,32,,1
9275,,,,,,,,17,,,,,,,,1
9276,,2,,5,,,,,,23,,,,,,3
9277,,,,,,10,,,,,,,,,,1
9278,,,,,,,,,,23,,,,,,1
9279,,2,,,,,,,,,,,,,,1
9280,0,,,,,,,,18,,,,,,,2
9281,,,,,,,,17,,,,,,,,1
9282,,,,,,,,,,23,,,,,,1
9283,,,,,7,,,,,,25,,,,,2
9284,,,,,,,,,,,,,30,,,1
9285,,,,,,,,,,,,,,,,0
9286,,2,,,,,,,,,,,,,,1
9287,0,,,,,,,,,,,,,,,1
9288,,,,,,,,,,,,,,,,0
9289,,,,,,,12,,,,,,,,,1
9290,,,,,,,,,,,25,,,,33,2
9291,,,,,,,,,,,,,,,,0
9292,,,,,,,,,,23,,,,,,1
9293,,,,,,,12,,,,,,,,,1
9294,,,,,,,,,,,,,,,,0
9295,0,,,,,,12,,,23,,,30,,,4
9296,,,,,,10,,,,,,,,,,1
9297,,,,,,,,,18,,,,,,,1
9298,,,,,,,,,,,,,,,,0
9299,,,,,,,,,,,,,,,,0
9300,,,,,7,,,,,,,,,,,1
9301,,,,,,,,,,,,,,,,0
9302,,,,,,,12,,,23,,,,,,2
9303,,,,,,,,,,,,,,32,,1
9304,,,,,,,,,,,,,,,,0
9305,,,,,,,,17,18,,,,,,,2
9306,,,,5,,,,17,18,,,,,,,3
9307,,,3,,,,,,,,,,,,,1
9308,,,,,,,,,,,,,,,,0
9309,,,,,,,,,,,,,,,,0
9310,,,,,,,,,,,,,30,,,1
9311,,,,,,,,,,,,,30,,33,2
9312,,2,,,,,,,,,,,,,,1
9313,,,,,7,,,,,,,,,,,1
9314,,,3,,,,,,18,,25,,,,,3
9315,,,,,,,,,,23,,,,,,1
9316,,,,,,,12,,,,,28,,,,2
9317,,,,,7,,,,,,,,,32,,2
9318,,,,,,,,17,,,,,,,,1
9319,,,,,,10,,,18,,,,,,,2
9320,,,,,,,,17,,,,,,,,1
9321,,,,,,,,,18,,,,,,,1
9322,,,,,,,,,,,,,30,,,1
9323,,,3,5,,,,,18,,,28,,,,4
9324,,,,,,,,,,,,,,,,0
9325,,,,,,,,,,,,,,,,0
9326,,,,,,,,,,,,,30,,,1
9327,,2,,,,,,,,,,,,,,1
9328,,,3,,,,,,,23,,,,,,2
9329,,,,,,10,,,,,25,,,,,2
9330,,2,3,,,,,,,,,,,,,2
9331,,2,,,,,,,,23,,,,,,2
9332,0,,,,,,,,,,,,,,,1
9333,,2,,,,,,,,,,,,,,1
9334,,,,,,10,,,,,25,,,,,2
9335,,,,,,,,,,,,,30,,,1
9336,,,,,,,,,,,,,,,,0
9337,0,,3,,,,,,18,,25,,,,,4
9338,,2,,,,,,,,,25,,,,,2
9339,,,,,,10,,,,23,,,,,,2
9340,,2,,,,,,,,,25,,,,,2
9341,,,,,7,10,,,,,,,,,,2
9342,,,,,,,,,,,,,,32,,1
9343,,,,,,,,,,,,,30,,,1
9344,,,,,,,,,,,,,,,,0
9345,0,,,,,,,,,,,,,,,1
9346,,,,,,,,,,,25,,,,,1
9347,,,,,,,12,,,,,,,,,1
9348,,,,,,,,,,,,,,,,0
9349,,,,5,,,,,,,,28,30,,,3
9350,,,,,,,,,,,,,,32,,1
9351,,,,,,,,17,,,,,,,,1
9352,,,,,,,,,,,,,,,33,1
9353,,,,,,,,,,,,,,,,0
9354,,,,,,,,,,,,,,,,0
9355,,,,,,,,,,,,,,,,0
9356,,,,5,,,,,,,,,,,,1
9357,,2,,,,,,,,,,,,,,1
9358,,,,,,,,,,,,,,,,0
9359,0,,,,,10,12,,,,,,,,,3
9360,,,,5,7,,,,,,,,,,,2
9361,,,,,7,,,,,,,,,,33,2
9362,,,,,,,,,,,,,,,,0
9363,,,,,,,12,,,,,28,,,33,3
9364,,,,,,,,,,,,,,,,0
9365,,,3,,,,,,,,,28,,32,,3
9366,,2,,,,,12,,,,,,,,,2
9367,,,,,,,,,,,,,,32,,1
9368,,,3,,,,,,,23,,,,,,2
9369,,,,,,,,,,,,,,,,0
9370,,,,,,,,,,,,,,32,,1
9371,,,,,,,,,18,,25,,,,,2
9372,,,3,,,,,,,,,,,,,1
9373,,,,5,,,12,,,,,,,,,2
9374,0,,,,,,12,,,,,,,,,2
9375,0,,,,,,,,,,,,,,,1
9376,,,3,,,,,,,,,,,,,1
9377,,2,,,,,,,,,,,,,,1
9378,,,,,,,,,,,,,,,,0
9379,,,,,,,,,,,,,,,,0
9380,,,,5,,,,,,,,28,,,,2
9381,,,,,,,,,,,,,,,,0
9382,,,,,7,,,,,,,,,,,1
9383,0,,,5,,,,,,,,28,,,33,4
9384,,,,,,,12,,,,,,,,,1
9385,,,,,,,12,,18,,,,,,,2
9386,,,,,,,,,,,,,,32,,1
9387,,,,,,,,,,,,,,,33,1
9388,0,,,,,,,,,,,,,,,1
9389,,,3,,,,,,,,,,,,33,2
9390,,,,,,,,,,,,,,,33,1
9391,,2,,,,,,,,23,,,,,,2
9392,,,,,,10,,,,,,,,,,1
9393,,,,,,10,,,,,,,,,,1
9394,0,,,,,,,,18,,25,,,,,3
9395,,,,,,,,17,,,,,,,,1
9396,,,,,,,,,,23,,,,,,1
9397,,,,,,,,,,23,,,,,,1
9398,,,,,,,,,18,,,28,,,,2
9399,,,,,,,,,,,,,,,,0
9400,,,,,,,,,,,,,,,,0
9401,,,,,,,,,,,,,,,,0
9402,,,,,,,,,,,,,,,,0
9403,,,3,,,,,,,,25,,,,,2
9404,,,,,7,,,,,,,,30,,,2
9405,,,,,,,12,,,,25,,,,,2
9406,,,,,,,,,,,,,,,,0
9407,,,,,,,,,,,,,,,,0
9408,,2,,,,,,,,23,,,,,,2
9409,,,,,7,,,,,,,,30,,,2
9410,,,,,,,,,,,,,,,,0
9411,,,,,,,,,,,,,,,,0
9412,,,,,,,,,,,,,,,,0
9413,0,,3,5,,10,,,,,,,,,33,5
9414,0,,,,,,,,,,25,,,,,2
9415,,,,,,,,,,,,,,,,0
9416,0,,,,,,,,,,,,,,,1
9417,,,,,,,,,,,25,,30,,,2
9418,,,,,7,,,,,,,,,,,1
9419,,,,,,,,,,,,28,,,,1
9420,0,,,,,,,,,,,,,,,1
9421,,2,,5,,,,,,,,,30,,,3
9422,,,,,7,,,,,,,,,,,1
9423,,,,,,,,,,,,,,,,0
9424,,2,,,,,,17,18,,,28,,,,4
9425,,,,,,,12,,,,,,,,,1
9426,,,,5,,,,,,,,,,,,1
9427,,,,,,,,,,,,,,,,0
9428,,2,3,,,,,,,,25,,,,,3
9429,,2,,,,,,,,23,,,,32,,3
9430,,,,,,,,,,,,,,,,0
9431,,2,,,,,,,,,25,,,32,,3
9432,,,,,7,,,,,,,,,,,1
9433,,,3,,,,,,,,,,,,,1
9434,,,,,,,,,,,,,,,,0
9435,,,,,,,,,,,,,,,,0
9436,,,,,,10,,,18,,,,,,,2
9437,,,,,,,,,,,25,,,,,1
9438,,,,,,,,,,,,,,,,0
9439,,,,,,,,17,,,,,,,,1
9440,,,,,,,,,,,,,,,,0
9441,0,,,5,,,,,,,,,,,,2
9442,,,3,,,10,,,,,,28,,,,3
9443,,,,,,,,,,,,,,,33,1
9444,,,,,,,,17,,,,,,,33,2
9445,,,,,7,,,,,,25,,,,33,3
9446,,,,,,,,,,,,,,32,,1
9447,,,,,,10,,,,,,,,,,1
9448,,,,,,,,17,,,,,30,,,2
9449,,,,,,,12,,18,,,28,,,,3
9450,,,,,,,,,,,,,,,,0
9451,0,,3,,,,,,,,,,,,,2
9452,,,,,,10,,,,,,,,,,1
9453,,,,,,,,,18,,,,,,,1
9454,,,,,,,,,,,,,,,,0
9455,,,,,7,,,,,,,,,32,,2
9456,,,,,,,,,,,,,,,,0
9457,,,3,,,,,,,,,,,,33,2
9458,,,,,,,,,,,,,,,,0
9459,,,,,,,,,18,,25,,,,,2
9460,,,,5,,,,,,,,,30,,,2
9461,,,,,,10,,,,,,,30,,,2
9462,,,,,,,,17,,,,,,,,1
9463,,,,,,,,,,,,,,,,0
9464,,,,,7,,,,18,,,,30,,,3
9465,,,,5,,,,,,,,,,,,1
9466,,,,5,,,,,,,,,,,,1
9467,,,3,,,,,,,,25,,30,,,3
9468,,,3,,,10,,,,,,,,,,2
9469,,,,,7,10,12,,,,,,30,,,4
9470,,,,,,,,,,23,,,,,,1
9471,,,,,,,,,,,,,,,,0
9472,,2,,,,,,,,,,,,,,1
9473,,,,,,,,,,,,,,,,0
9474,,2,,,,,,,,,,,,,,1
9475,,,,,,,,,,,,,,,,0
9476,0,,,,,,12,,,,,,,,,2
9477,,,3,,,,,,18,,25,,,,,3
9478,0,,,,,,,,,,,,,,33,2
9479,,,,,,,,17,,,,,,,,1
9480,,,,5,,,,,,,,,,,,1
9481,,,,,,,,,,,,,,,,0
9482,,,,,,10,,,,23,,28,,,,3
9483,,,,,,10,,,,,,,,,,1
9484,,,,,,,,,,,,,,,,0
9485,,2,,5,,,,,,,,,,,,2
9486,,,,,,,,,,,,,,,33,1
9487,,,,,,,,,,23,,28,,,,2
9488,,,,,,,,,,,,,,,,0
9489,,,,,,,12,,,,25,,,,,2
9490,,,3,,,,,,,23,,,,,,2
9491,,,,,,,,,18,,25,,,,,2
9492,,,,,,,,,,,,,,,,0
9493,0,,,,,,12,17,,,25,28,,,,5
9494,,,3,,,,,,,,,,,32,,2
9495,,,,,,,,17,,,,,,,,1
9496,,,,,,,,,,,,,30,,,1
9497,,,,,,,,,18,,25,,,,33,3
9498,,,,,7,,,,,,,,,,33,2
9499,,,,,,,,,,,,,,,,0
9500,,2,,,,,,,18,,,,,,,2
9501,,2,,,,,,,,,,,,,,1
9502,,,,,,,,,18,,,,,,,1
9503,,,,,,10,,,,,,,,,,1
9504,,,,,,,,,,23,25,,,,,2
9505,,,,,,,,,,,,28,,,,1
9506,,,3,,7,,,,,,,,,,,2
9507,,,,,,,,,,,,,,,,0
9508,,,,,7,,,,,,,,,,,1
9509,,2,,,,,,,,,,28,,,33,3
9510,,,,,,,,,,,,28,,,,1
9511,,,,5,,,,,,,,,,,,1
9512,,,,,,,,,,,,,,,,0
9513,,,,,7,,,,,,,,,,,1
9514,,,,,,,,,,,,28,,,,1
9515,,,,,,,12,,,,,,30,32,,3
9516,,,,,,,,,,,,,,,,0
9517,,,3,,,,12,,,,,,,,,2
9518,,,,,,,,,,,,28,,,,1
9519,,,,,,,,,,,,,,,,0
9520,,,,,,,,17,,,,,,,,1
9521,,,,,,,,17,,,25,,,,,2
9522,,2,,,,,,,,,,,,,33,2
9523,,,,,,10,,,,,,,,,,1
9524,,,,,7,,,,,,,,,,,1
9525,,,,,7,,,17,,23,,,,,,3
9526,,,,,,10,,,,,,,,,,1
9527,,,,,,,,,,,,,,,,0
9528,,,,,,10,,,,,,,,,,1
9529,,,,,,,,,,,,,,,,0
9530,,,,,,,,,18,,25,,,,,2
9531,0,,,5,,,12,,18,,,,,,,4
9532,,,,,,,,,,,,,,,,0
9533,,,,,,,,,,,,,,,,0
9534,,,3,,,,,,,,,,,32,33,3
9535,,,,,,,,,,,,,,,,0
9536,,,3,,,,,,18,,,,,,,2
9537,,,,,,,,,,,,28,,,33,2
9538,,,,5,,,,17,,,,,,,,2
9539,,,,,,,,,,,,,,,,0
9540,,,,,,,,,,,,,,32,,1
9541,,,,,,,,,,,,,,32,,1
9542,,,,,7,,,,,,,,30,,,2
9543,,,,,,,,17,,,,,,,,1
9544,,,,5,,,,,18,,,,,,,2
9545,,2,,,,,,,,,,,,,,1
9546,,,,,,,,,,,25,,,,,1
9547,,,,,,,,,,,25,28,,,,2
9548,,,,,,,,17,,,25,,,,,2
9549,,,,,,,,,,23,,,,,,1
9550,,,,,,,,,,,,,,,,0
9551,,,,,,,,,,,,28,,,,1
9552,,,,,,,,,,,,,,,,0
9553,,,,,,,,,,,,28,,,,1
9554,0,,,,,,,17,,,25,,,,,3
9555,,,,,,,,,18,,,,,,,1
9556,,,,,,,,,,23,,,,,,1
9557,,,,,7,,,,18,,,,30,,,3
9558,,,,,,,,,,,,,,,,0
9559,0,,,,7,,,17,,,,,,,,3
9560,,2,3,,,10,,17,,,,28,,,,5
9561,,,,,,10,12,17,18,,25,,,,,5
9562,,,,5,,10,,,,,,,,,,2
9563,,,,,,,,,,,,,,,,0
9564,0,,,,7,,,,,,,,,,,2
9565,,,,,,,,,,,,,,,,0
9566,,,,,,,,,,,,,,,,0
9567,,,,,,,,17,,,,,,,,1
9568,,,,,,,,,,,,,,,,0
9569,,,,,,,,,,,,,,,,0
9570,,,,,,,,,,,,28,30,,,2
9571,,2,,,,,12,,,,,,,,,2
9572,,,3,,,,,,,,,,,,,1
9573,,,,,,,,,,,,,,,,0
9574,,,,,7,,,,,,,,,,,1
9575,,,,,,,,,,,,,,,,0
9576,,2,,,,10,,,,,,28,,,,3
9577,,,,5,,,,,,,,,,,,1
9578,,2,,,,10,,,,,,,,,,2
9579,,,,,,,,,18,,,,,,,1
9580,,,,,,,,,,,,,,,,0
9581,0,,,,,,,,,,25,,,,,2
9582,,,,,,,,,,,,,,,,0
9583,,,3,,,,,17,,,,,,,,2
9584,0,,,,,,12,17,,,,,30,,,4
9585,,,,,,,,,,,,,,,,0
9586,,,,,,,,,,,,28,,,,1
9587,,,3,5,,,,,,,,,,,,2
9588,,,,,,,,,,23,,,,,,1
9589,,,3,,,10,,,,,,,,,,2
9590,,,,,,,,,,,,,,,33,1
9591,,,,5,,,,,18,,,,,32,,3
9592,,,,,,,,,,23,,,,,,1
9593,,,,,,,,,,,,,,,,0
9594,,,,,,10,12,,,,,,30,,,3
9595,,,,,,,,,,23,,,,,,1
9596,,,3,,7,,,,18,,,,,,,3
9597,,,,,,,12,,,,,,,,,1
9598,,,,,,,,,,,,,,,33,1
9599,,,,,7,,12,,,,,,,,,2
9600,,,,5,,,,,,23,,,,,33,3
9601,,,,,,,,,,,25,,,32,33,3
9602,,,,,,,,,,,,,,,,0
9603,,,,,7,,,,,,,,,32,,2
9604,,2,,,,,,,,,,,,,,1
9605,,,,,,,,,,23,,,,,,1
9606,,,,,,,,,,,,,,,,0
9607,0,,,,,,,,,,,,,,,1
9608,,,,5,,,12,,,,,,,,,2
9609,,,,,,,,,,,,,,,,0
9610,,2,,,,,12,,,,25,,,,,3
9611,,,,,,,12,,,,,,,,,1
9612,,,,,,,12,,,,,,,,,1
9613,,,3,,,,,,,,,28,,,,2
9614,,,,,,,12,,,,,,,32,,2
9615,,,,,,,,,,,,,,,,0
9616,,,,,7,,,17,,,,,,,,2
9617,,,,,,,,,,23,,,,,33,2
9618,,,,,,,,,,,,,,,,0
9619,,2,,,,,,,,,,,,,,1
9620,,,,,,,,,,,,,,32,,1
9621,0,,,,,,,,,,,,,,,1
9622,,,,,7,,,17,18,,,,,,33,4
9623,,,,,,,,,,,,,,,,0
9624,,,,,7,,,,,,,,,,,1
9625,,,,,,,,,,,,,,,,0
9626,,,,,,,,,,23,,28,,32,,3
9627,,,,,,,,,18,,,28,,,,2
9628,,,,,,,,,,23,,28,,,,2
9629,,2,,,,,,,,,,,,32,,2
9630,,,,5,,,,17,,,,,,,,2
