X,r0,r2,r3,r5,r7,r10,r12,r17,r18,r23,r25,r28,r30,r32,r33,count
61966,0,,,,,,,,,,,,,,33,2
61967,,,,,,10,,,,,,,,,33,2
61968,,2,,,,,,,18,,,,,,,2
61969,,,,,,,,,,,25,28,,,,2
61970,,,,,,,12,,,,,,,,,1
61971,,,,5,,,,,,,,,,,,1
61972,,,,,,,12,,,,,,,,,1
61973,,,,,,,,,,,,,,,,0
61974,,,,,7,,12,17,,,,,,,,3
61975,,,,,,,,,,,,,,,,0
61976,,,,,,,,,,,,28,,32,,2
61977,,,,,,,,,,,,,,,,0
61978,,,,,,10,,,,,,,,,,1
61979,,,,,,,,,,,,,,,,0
61980,,,,,,,,,,,,,,,,0
61981,0,,,,7,,,,,,,,,,33,3
61982,,,,,,,,,,,,,,,,0
61983,,,,,,,,,,23,,,,,,1
61984,,,,,,,,17,,,,,,,,1
61985,,,,,7,,,,,,,,30,,,2
61986,,,,,,,,17,,,,,,,,1
61987,,,,,,,,,,,25,,,,,1
61988,0,,,,,,,,,,,,,,,1
61989,,,3,,,,,,,,,,,,,1
61990,,,,,,,,17,,,,,,,,1
61991,,,,,,,,,18,,,,,,,1
61992,,,,,,,,,,23,25,,,,,2
61993,,,,,,,,,,,,,,,,0
61994,,,,,,,,,,,,,30,,,1
61995,,,,,,,,17,,,,,,,,1
61996,,,,,,,,,,,,,,,,0
61997,,,,,,,,,,,,,30,,,1
61998,,,,,,,,17,,,,,30,,,2
61999,0,2,,,,,,,,,,,,,,2
62000,,,,,,,,,,,,,,,,0
62001,0,,,,,,,,,,,,,,,1
62002,,,,,,,,,,,,,,,,0
62003,,,3,,7,,,,,,,,,,,2
62004,,,,,,,,,,23,,,,,,1
62005,0,,,,,,,,,,,,,,,1
62006,,,,,,,,,,,,,,32,,1
62007,,,,,,,,,,,,,,,,0
62008,,,,,,,12,,,,,,,,,1
62009,,,,,,,,,,23,,,,,,1
62010,,,,,,,,,,,,,,,,0
62011,,,,,,10,,,,,,,,,,1
62012,,,,,,,,,,,,,30,,33,2
62013,,2,,,,,,,,,25,,,,,2
62014,,,3,,,,,,,,,,,,,1
62015,,,3,,,,,17,,23,,,,,,3
62016,,,,5,,,,,,,,,,,,1
62017,,,,,,,,,18,,,,,32,,2
62018,,,,,,,,,,,,,,32,,1
62019,,,3,,,,,,,,,,,,,1
62020,0,,,,,,,,,23,,,,,,2
62021,,,,,,,,,,,,,,,,0
62022,,,,,,,,17,,,,,,,,1
62023,,,,,,,,,,,,,,,,0
62024,,,3,,,,,,,,,,,,,1
62025,,,,,,,,,18,,,,,,,1
62026,,,3,,,,,17,,,,,,,,2
62027,,,,,,,,,,,,,,,,0
62028,,,,,,,,,,,,,,,,0
62029,,,,,,,,,,,,,,32,,1
62030,,,,,,,,,,,,,,32,,1
62031,,,,,,,,,,,,,,,,0
62032,,,,,,10,,17,,,,,,,,2
62033,,,,,,,,,,,,,,,,0
62034,,,,,,,,,,,,,,,,0
62035,,,,,,,,,,,,,,,,0
62036,,,,,,,,,,,,,,,,0
62037,,,,,,,,,,,,,,,,0
62038,0,,,,,,,,,,,,,,33,2
62039,,,,,,,,,18,,,,30,,,2
62040,,,,,,10,,17,,,,,,,,2
62041,,,,,,,,,,,,,,,,0
62042,,,,,,,,,,,,,,,,0
62043,,,,5,,,,,,,,,,,,1
62044,,,,,,,,,,,,,,,,0
62045,0,,,,7,,,,,,,,,,,2
62046,,,,,,,,,,,,,,32,,1
62047,,,,,,,,,18,,,,,,,1
62048,0,,,,,,,,,,25,,,,,2
62049,,,,,,,,,,,,,,,,0
62050,,,,,,,,,,,,,,,,0
62051,,,,,,,,,,,,,,,,0
62052,,2,,,,,,,,,,,30,,,2
62053,,,,,,,,,,,,,,,,0
62054,,,,,,,,17,,,,,30,32,,3
62055,,,,,,,,17,,,,28,,,,2
62056,,,,,,,,,,,,,,,,0
62057,,2,,,,,,,,,,,,,,1
62058,,,,,,,,,18,,,,,,33,2
62059,,,,,,,,,,23,,,,,,1
62060,,,,,,,,,,,,,,,,0
62061,,,,,,,,,,,,,,32,,1
62062,,,,,,,,,,,,,,,,0
62063,,,,,,,,,,,,,,,,0
62064,,,,,,,,,,,25,,30,,,2
62065,,,,,,,,,,,,,,32,,1
62066,,,,,,,,,,,25,,30,,,2
62067,,,,,,,12,,,,,,,,,1
62068,,,,,,,,,,,25,,,,,1
62069,,2,,5,,,,,,,,,,,33,3
62070,,,,,,,,,,,,,,,,0
62071,,,,,,,,,,,,,,,,0
62072,,2,,,,,,,,,,,,,,1
62073,0,,,,,,,,,,,,,,,1
62074,,,,,,,,,,,,28,,,,1
62075,,,,,,,,,18,,,,,,,1
62076,,,,,,,,,,,,,,,,0
62077,,,,,,,,,,,,,,,,0
62078,,,,5,,,,,,,,,,,,1
62079,0,,,,,,,,,,,,,,33,2
62080,,,,,,,12,,,,,,,,,1
62081,,,,,,10,,,18,,,28,,,,3
62082,,,,,,,,,,,,,,,,0
62083,,,,5,,,,,,23,,,,,,2
62084,,,,5,,,,,18,23,,,,,,3
62085,,,,,,10,,,,,,,,,,1
62086,,,,,,,,,,,25,,,,,1
62087,,,,,,,,,,,,,,,,0
62088,,,,,,,,,,,,,,,,0
62089,,,,,,,,,,23,,,,,,1
62090,,,,,,,,,,,,,,,33,1
62091,,,,,,,,,,,,,,,,0
62092,,,,,,,,,,,,,,,,0
62093,,,,,7,,,,,,,,30,,,2
62094,,2,,,,,,17,18,,25,,,,,4
62095,,,,,7,,,,,,,,,,,1
62096,,,3,,,,,,,,,,,,,1
62097,,,,,,,,,,,,,,,,0
62098,,,,,,,,,,,,,,,,0
62099,,,,,,,,,,,,28,,,,1
62100,,,,,,,,17,18,,,,,,,2
62101,,,,,,,,,,,,,,,,0
62102,,,,,,,,,,,,,,,,0
62103,,2,,,,,,,,,,,,,,1
62104,,,,,7,,12,,,,,,,,,2
62105,,,,,,,,,,,,,,,,0
62106,,,,,,,,,,,,,30,,,1
62107,,,,5,,,,,,,,28,,,,2
62108,,,,,,,,,,,,,,,,0
62109,,2,,,,,,,,,,,,,,1
62110,,,3,,,,,,,,,,,,,1
62111,,,,,,,,,,,,,,,,0
62112,,,,,,,,,,,,,,,,0
62113,0,,,,,,,,,,,,,,,1
62114,,,,5,,10,,,,,,,,,,2
62115,,,,,,,,,,,,,,,,0
62116,,,,,,,,,,,,,,,,0
62117,0,,,,,,,17,,,,,,,,2
62118,,,,,,,,,,,,28,,,,1
62119,,,,,,,,,,,,,,,,0
62120,,,,,,,,,,,,,,,,0
62121,,,3,,,,,,,,,,,,,1
62122,,,,,,,,,,,,,,,,0
62123,,,3,5,,,,,,,,28,,,,3
62124,,,,,,,,,18,,,,,,,1
62125,,,,,,,,,,23,,,,,,1
62126,,,,,,,,,,,,,,,,0
62127,,,,,,,,,,23,,,,,,1
62128,0,,,,,,12,17,,,,,,,,3
62129,,,,,,,,,,,,,,,,0
62130,,,,,,,,,,,,,,,,0
62131,,,,,,,,,,,,,,,,0
62132,,,,,,,,,,,,,,,,0
62133,,,,,,,,,,,,28,,,,1
62134,,,,,,,,,18,,,,,,,1
62135,,,,,,,,,,,,,,,,0
62136,0,,,,7,,,,,,,,,,,2
62137,0,,,,,10,,,,,,,30,32,,4
62138,,,,,,,12,,,,,,,,,1
62139,,,,,,,,,,,,,,,,0
62140,,,,,,,12,,,,,,,,,1
62141,0,,,,,,,,,,,,,,,1
62142,,,,,,,,,,,,,,,,0
62143,,,,,7,,,,,,25,,,,,2
62144,,,,,,,,,,,,,,,,0
62145,,,,,,,,,,,,,,,,0
62146,,,,5,,,12,,,,25,,,,,3
62147,,,,,,,,,,,,,,32,,1
62148,,,,,,10,,,,,,,,,,1
62149,,,,,,,,,,,,28,,32,,2
62150,,,,,,10,,,,,,,30,,,2
62151,,2,,,,,,,,,,,,,,1
62152,,,,,,,,,,,,,,32,,1
62153,,,,5,,,,,,,,,,,,1
62154,,,,,,,,17,,,,,,,33,2
62155,,,,,,,12,,18,,,,,,,2
62156,0,,,,,,,17,,,,,,,,2
62157,,,,,,,12,,,,,,30,,,2
62158,,,,,,,,,,,,,,32,,1
62159,,,,,,,,,,,,,,,,0
62160,,2,3,,,,,,,,,,,,,2
62161,,,,,,,,,,,,,,,,0
62162,,,,,,,,,,,,,,,,0
62163,,,,,,,,,,,,,,32,,1
62164,,,,,,,,,,,,,30,,,1
62165,,,,,,,,,,,,,,,,0
62166,,,,,,,,,,,,,,,,0
62167,,,,,7,10,,,,,,,,,,2
62168,,,,,,,,,,,,,,,,0
62169,,,,,,,,,,,,,,,,0
62170,,,,,,,,,,23,,,,,,1
62171,,,,,,,,,,,,,,,,0
62172,,,,,,,,,,,,,,32,33,2
62173,,,,,,,,,,,,,,,,0
62174,,,,,,10,,,,,,,,,,1
62175,,2,,,,,,,,,,28,,32,,3
62176,,,,,,,,,18,,,28,,32,,3
62177,,,,,,,,,,,,,,,,0
62178,,,,,,,,17,,,,,,,,1
62179,,,,,,,,,,,,,,,,0
62180,,,,,,,,,,,,,,,,0
62181,0,,,,,,12,,,,,,,,,2
62182,,,,,,,,,,,,,,,,0
62183,,,,,,,,,,,,,,,,0
62184,,,,,,10,,,,,,,,,,1
62185,,,,,,,,,,,,,,,33,1
62186,,,,,,,,,,,,,,,,0
62187,,,,,7,,,,,,,,,,,1
62188,,,,,,,,17,,,,,,,,1
62189,,,,,,,,,,,,,,,,0
62190,,,,,,,,,,,,,30,,,1
62191,,,,,,,,,,,,,,,,0
62192,,,3,,,,,,,23,,,,,,2
62193,,,3,,,,,,18,,,,,,,2
62194,,,,,,,,,,,,,,,,0
62195,,,,,,,12,17,,,,,,,,2
62196,,,,,7,,,,,,,,,,33,2
62197,,,,,,10,,,,,,,,,,1
62198,,,,,,10,,,,,,,,,,1
62199,,,,,,,,,,,,,,,,0
62200,,,,5,,,,,,,,,,,33,2
62201,,,,,,,,,,23,,,,,,1
62202,,,,,,,,,18,,,,,,,1
62203,,,,,,,,,,,,,,,,0
62204,,,,,,,,17,,,25,,,,,2
62205,,,,,,,,,,,,,,,,0
62206,,,,,,,,,,,,,,,,0
62207,,,,,,,,17,,,,,,,,1
62208,,,,,,,,17,,,,,,,,1
62209,,,,,,,,,,,,,,,,0
62210,,,,,,,,,,,,,,,,0
62211,,2,3,,,,,,,,,,,,,2
62212,,,,,,,,,,,,,,,33,1
62213,,,,,,,,,,,,,,,33,1
62214,,,,5,,,,,18,,,,,,,2
62215,,,,,,,,17,,,,,,,,1
62216,0,,,,,,12,,,,,,,,,2
62217,,,,,,,,,,,,,,,,0
62218,0,,,,,,,17,,,,,,,,2
62219,,,,,,,12,,,,,,,,,1
62220,,,,,,,,,,,,,30,,,1
62221,0,,,,,,,,,,,,,,,1
62222,0,,,,,,,17,,,,,,,33,3
62223,,,,,,,,,,,,,,,,0
62224,,,,,,,12,,,,,,,,,1
62225,,,,,7,,,,,,,,,,,1
62226,,,,,,,12,,,,,,,,,1
62227,,,,,,10,,,,,,,,,33,2
62228,,,,,,,,17,,,,,,,,1
62229,,,,,,,,,,,,,,,,0
62230,,,,,,,,,,,,,,,,0
62231,,,,,,10,,,,,,,,,,1
62232,,,,,,,,,,23,,,,,,1
62233,,,,,,,,,,,,,,,,0
62234,,,,,,,,,,,,,,,,0
62235,,,,,7,,,,,,,,,,,1
62236,,,,,7,,,,,,,,,,,1
62237,,,,,,,,,,,,,,,,0
62238,,,,,,,12,,,,,,,,,1
62239,,,,,,,,,,,,,,,,0
62240,,,,,,,,,,,,,,,,0
62241,,,,,,,,,,,,,,,,0
62242,0,,,,,,,,,,,28,,,,2
62243,,,,,,,,,,,,,30,,,1
62244,,,,,,10,,,,,,,,,,1
62245,,,,5,,,,,,,,,,,,1
62246,,2,,,,,12,,,,25,,,,33,4
62247,,,,,,,,,,,,,,,,0
62248,,2,,,,,,,,,,,,,,1
62249,,,,,,,,,,,,,,,,0
62250,,,3,,,,,17,,23,,,,,,3
62251,,,,,,,,,,,25,,,,,1
62252,,,,,,,,,,,,,,,,0
62253,,2,3,,,,,,,,,,,,,2
62254,,,,,,,,,,,,,,,,0
62255,0,,,,,,,,18,,,28,,,,3
62256,,,,,,,,,,,,,,,,0
62257,,,,,,,,,,,,,,,,0
62258,,,,,,,,,18,,,,,,,1
62259,,,,,,,,,,,,,,,,0
62260,,,3,5,,,,,,,,,,,33,3
62261,,,3,,,,,,,,,,,,,1
62262,,,,,,,,,,,,,,,,0
62263,,,,,,,,,,,,,,32,,1
62264,,,,,,,,,,,,,,,,0
62265,0,,,,,,,,,,,,,,,1
62266,,,,,,,,,,,,,,,,0
62267,,,,5,,,,,,,,,30,,,2
62268,,,,5,,,,,,,,,,,,1
62269,,,,,,,,,,,25,,,,,1
62270,,,,,,,,,,,,,30,,,1
62271,,,,,,,,,,23,,,,,,1
62272,,,,,,,12,17,,,,,,,,2
62273,0,,,,,,,,,,,,30,,,2
62274,,,,,,,,,,,,,,,,0
62275,,,3,,,,,,,,,,,,,1
62276,,,,,,,,,18,,,,,,,1
62277,,2,,,,10,,,,,,,,,,2
62278,0,,,,,,,,18,,,,,,,2
62279,,,,,,,,17,,,,,,,,1
62280,,,,,,,,,,,,,,,,0
62281,,2,,,,,12,,,,,,,,,2
62282,,,,,,10,,17,,,,,,,,2
62283,,,,5,,,,,,,,,,,,1
62284,,,,,,10,,17,,,,,,,33,3
62285,,,,,,,,,,,,28,,,,1
62286,,,,,,,,,,,,,,,,0
62287,,2,,,,,,,,,,28,30,,,3
62288,,,,,,,,,,,,,,32,,1
62289,,,,,,,,,,,,,,,,0
62290,,,,5,,,,,,,,,,,33,2
62291,,,,,,,,,,,,,,,,0
62292,,,,,,,,,,,,,,,,0
62293,,,,,,,,,,,,,,,33,1
62294,,,,,,,,,,,,,,,,0
62295,,,,,,,,,,,,,,,,0
62296,,,,,,,,,,,,,,,,0
62297,,,,,7,,,17,,,25,,,,,3
62298,0,,,,,,,,,,,,,,,1
62299,,,,,,,,,,,,,,32,,1
62300,,,,,,,,,,,,,,,,0
62301,,,,,,,,,,23,,,,,,1
62302,,,,,,,,,,,,,,,,0
62303,,,,,,,,,,,,,,,,0
62304,,,3,,7,,,,,,,,,,,2
62305,,2,,,,,,,,,,,,32,,2
62306,,,,,,,,,,,,,,,,0
62307,,,,,,10,,,,,,,,,,1
62308,,,,,,,,,,,,,,,,0
62309,,,,,7,,,,,,,,,,,1
62310,,,,,,,,,,,25,,,,33,2
62311,,,,,,,,,,,,,,,,0
62312,,,,,,,,,,,,,,,,0
62313,,,,,,,,,,,,,,32,,1
62314,,,,,,,,,,,,,,32,,1
62315,,,,5,,,,,,,,,,,,1
62316,,,,,,,,,,,,,,,,0
62317,,,,,,,,,,,,28,,,,1
62318,,,,5,,,,17,,,,,30,32,,4
62319,,,,,,,,,,,,,,,,0
62320,,,,,,,,,,,,,,,,0
62321,,,3,,,,,,,,,,,,,1
62322,,,,,,,,,,,,,,,,0
62323,,,,,,,,,18,,,,,,,1
62324,,,3,,,,,,,,,,,,,1
62325,,2,,5,,,,,,,,,,,,2
62326,,,,,,,,,,,,28,,,,1
62327,,,,,,,,,,,,28,,,,1
62328,,,,,,,,,,,,,,,,0
62329,,2,,,,,,,,,,,,,,1
62330,,,,,,,,,,,,,,,,0
62331,,,,,,,,,,23,,,,,,1
62332,,,,,,,,,,,,,,,,0
62333,,,,,,,12,,,,,,,,,1
62334,,,,,,,,,,,,,,32,,1
62335,,,,,,,12,,,,,,30,,33,3
62336,,,,,,,12,,18,,,,,,,2
62337,,,,,,,,,,,,,,,,0
62338,,,,,,,,,,,,,,,,0
62339,0,2,,,,10,12,,,,,,,,,4
62340,,,,,,,12,17,,23,,,,32,,4
62341,,,,,,,,,,,,,,,,0
62342,,,,,,,,,,,,,,,,0
62343,,,,5,,,,,,,,,,,,1
62344,,,,,,,,,,,,,,,,0
62345,,,,,,,,,,,,,,,,0
62346,,,,,,,,,,,,,,,,0
62347,,,,,,,,,,,25,,,,,1
62348,,,3,,,,,,,23,,,,,,2
62349,,,,,,,,,,23,,,,,,1
62350,,,,,,,,,,,,,,,,0
62351,,,,,,,,,,,,,,,,0
62352,0,,,,,,,,,,,28,,,33,3
62353,,,,,,,12,,,,,,30,,,2
62354,,,,,,,,,,,,,,,,0
62355,,,,,,,,,,,,,,,,0
62356,0,,,5,,,,,,,,,,,,2
62357,,,,,7,,,,,,,,,,,1
62358,,,,,,,,,,,,,,,,0
62359,,,,,,,,,18,,,,30,,,2
62360,,,,,,,,17,,,,,,,,1
62361,,,,,,,,,,,,,,,,0
62362,,,,,,,,,,,,,,,33,1
62363,,,,,,,,17,,,,,,,,1
62364,,,,,,,,,,,,,,,,0
62365,,,,,,,,,,,25,,,,,1
62366,,,,,,,12,,,,,,,,,1
62367,,,,,,,,,18,,,,,,,1
62368,,,,,,,,,18,,,,,,,1
62369,,2,,,,,12,,,,25,,,32,,4
62370,,,,,,10,,,,,,,,,,1
62371,,,,,,,,,,,,,,,,0
62372,,2,,,,,,,,,25,,,,,2
62373,,,,,,,,,,,,,,,,0
62374,0,,,,,,,,,,,,,,,1
62375,,,,5,,,,,,,,,,,,1
62376,,,,,,,,,,,,,,,,0
62377,,,,,,,,,,,,,,,,0
62378,,,,,,,,,,,,,,,,0
62379,,,,,,,,,,,,,,,,0
62380,,,,,,,,,,,,,,,,0
62381,,,,,,,,,,,,,,,33,1
62382,,2,,,,,,,,,,,,,,1
62383,,,,,,,,,,,,,,,,0
62384,,,,,,,,,,,,,,,,0
62385,,,,,,,,,,,,,,32,,1
62386,,,,,,,,,,,,,,,,0
62387,,,,,,,,,18,,,,,,,1
62388,,,,,7,,,,,,25,,,,,2
62389,,,,,,,,,,,,28,,,,1
62390,,,,,,,,,,,,,,32,33,2
62391,,,,,,,,,,,,,,,,0
62392,,,,,,,,,,,,,,32,,1
62393,,,,,,,12,,,,,,,,,1
62394,,,,,,,,,,,,28,,,,1
62395,,,,,,10,12,,,,,,,,,2
62396,0,,,,,,,,,,,,30,,,2
62397,,,,,,,,,,,,,,,33,1
62398,,,,,,,,,,,,,,,,0
62399,,2,,,,,,,,,,,,,,1
62400,,,3,,,,,,18,23,,,,32,,4
62401,,,,,,,,,,,25,,,,,1
62402,,,,,,,,,,,,,,,,0
62403,,,,,,,,,,,,,,,,0
62404,,,,,,10,12,,,,,,,,,2
62405,0,,,,7,,12,,,,,,,,,3
62406,,,,,,10,,,,,,,,,,1
62407,,2,,,,,,,18,,,28,,,,3
62408,,,,,7,,,,,,,,,,,1
62409,,,,,,,,,,,,,,,,0
62410,,,,5,,,,,,,,,,,,1
62411,,,,,,,,17,,,,,,,,1
62412,,,,5,,,,,,,,,,,,1
62413,,,,,,,,,,,,,,,,0
62414,,,,,,,12,,,,,,,,,1
62415,,2,,,,,,,,,25,,,,,2
62416,,,,,,,12,17,,,,,,32,,3
62417,0,,,,,,,,,,,,,,,1
62418,,,,,,,,,,,,,,,,0
62419,,,,,,,12,,,,,,,,,1
62420,,,,,,,,,,,,,,,,0
62421,,,3,,7,,,,,,,,,,,2
62422,,2,,,7,,,,,23,,,,,,3
62423,,,,,,,,,,,,,,,,0
62424,,,,,,,,,,,,,,,,0
62425,,,,,,,,,,,,28,,32,,2
62426,,,,,,,,,,23,,,,,,1
62427,,,,,,,,,,,,,,,,0
62428,,,,,,,,,,,,,,,,0
62429,,,,,,,,,,,,28,,,,1
62430,,,,,,,,17,,,,,,,,1
62431,,,,,,,,,,,,,,,,0
62432,,,,,,,,,,,,,30,,,1
62433,,,,,,,,,,,,,,,,0
62434,,,,,,,,,,,25,,,,,1
62435,,,,,,10,,,,,,,,,,1
62436,,,,,,10,,,,,,,,,,1
62437,,,,,,,,,,,,,,,,0
62438,,,,,,,12,,,,,,30,,,2
62439,,,,,,,,,,,,,,,,0
62440,,,3,,,,,,,,,,,,,1
62441,,,,,,,,17,,,,,,,,1
62442,0,,,,,,,,,,,,,,,1
62443,,,,,,,,,,,,,,,,0
62444,,,,,,,,,,23,25,,,,,2
62445,,,,,,,,,18,,,,,,,1
62446,,2,,,,,,,,,,,,,,1
62447,,,,,,10,,,,,,,,,,1
62448,,,,,,10,,,,,,,,,,1
62449,,,,,,,,,18,,,,,,,1
62450,,,,,,,,,,23,,,,,,1
62451,,2,,,,,,17,,,25,28,,,,4
62452,,,,,,,,,,,,,,,,0
62453,,,,,7,,,17,,,,,,,,2
62454,,,,5,,,,,,,,,,,,1
62455,,,,5,,,,,,,,,,,,1
62456,,,,,,,,,,23,,,,,,1
62457,,,,,,10,,,,,,,,,,1
62458,,,,,,,,,,,,,,,,0
62459,,,,,,,,,,,,,,,,0
62460,,,,,7,10,,,,,,,,,,2
62461,,,,5,,,,,,,,,,32,,2
62462,,,,,,,,,,,,,,,,0
62463,,2,,,,,,,,,,,,,,1
62464,,,3,,,,,,18,,,,,,,2
62465,,,,,,,,,,,,,,,,0
62466,,,,,,10,,,,,,,,,,1
62467,,,3,,,,,,,,,,,,33,2
62468,,,,,,,,,,,25,,,,,1
62469,,,,,,,,,,,25,,,,,1
62470,,,,,,,12,,,,,,,,,1
62471,,,,,,,,,,,,,,,,0
62472,,,,,,,,,,,,,,,,0
62473,,,,,,,,,,,,,,,,0
62474,,,,,,,,17,,,,,,,,1
62475,,2,,,,10,,,,,,,,,,2
62476,,,,,,,,,18,,,,,,,1
62477,,2,,5,,,,17,,,,28,,,,4
62478,,,,,,,,,18,,25,,30,,,3
62479,,,,,,,,17,,,,,,,,1
62480,,,,,,,,,18,,,,30,,33,3
62481,,,,,,,,,,,,,,,,0
62482,,,,,,,,,,,,,,,,0
62483,,,,,,,,,,,,,,,,0
62484,,,,,,,,,,,,,,,,0
62485,,,,,,,,,,,,,,,,0
62486,0,,,,,,,,,,,28,,32,,3
62487,,,,,,,,,18,,,,,,,1
62488,,,,,,,,,,,,,,,,0
62489,,,,,,,,,,,,,,,,0
62490,,,,,,,,,18,,,,30,,,2
62491,,,,,,,,,18,23,,,,,,2
62492,,,,,,,12,,,,,,,,,1
62493,0,,,,,,,,,,25,,,,,2
62494,0,,,,,,,,,,,,,,,1
62495,,,,,,,,,,,,,,,33,1
62496,,,,,7,,,,,,,,30,,,2
62497,,,,,,,,,,,,,,,,0
62498,,,,,7,,,,,,,,,,,1
62499,,,3,,,,,,,,,28,,,,2
62500,,,,,,,,,18,,,,,,,1
62501,,,,,,,,,,23,,,,32,,2
62502,0,,,,,,,,,,,,,,,1
62503,,,,,,,,,,,,,,,,0
62504,,,,,,,,,,,,,,,,0
62505,,,,,,,,,,,,,,,,0
62506,,,,,,,,,,,,,,,,0
62507,,,,,,,,,,,,,,,,0
62508,0,,,,,,,,,,,,,,,1
62509,,,,,,,12,,,,,,,,,1
62510,,,,,7,,,,18,,25,,,,,3
62511,,,,,,,,,,,,,,,,0
62512,,,,,,10,,,,,25,,,,,2
62513,,,,,,,,,,,,,,,,0
62514,,,,,,,,,,,,,,,,0
62515,,2,,,,,,17,,,,,,,,2
62516,,,,,,,12,,,,,,,,,1
62517,,,,,,,,,,,25,,30,,,2
62518,,,,,,,,,,,,,,,,0
62519,,,,,,,,,,,,,,,,0
62520,,,,5,,,12,,,,25,,30,,,4
62521,,,,,,,,,,,,,,,,0
62522,,,,,,,,,,,,,,,,0
62523,,,,,,10,,,18,,,,,,,2
62524,,,,,,,,,,,,,,32,,1
62525,,,,,,,,,,,,,,,,0
62526,,,,,,10,,,,,,,,,,1
62527,,,,,,,,,,,,28,,,,1
62528,,,,,,,,,,,,,,,,0
62529,,,,,,,,,,,,,,,,0
62530,,,3,5,7,,,,,,,,,,,3
62531,0,,,,,,12,,,,,,,,,2
62532,,,,,,,,,,,,,,,,0
62533,,,,5,,,,,,,25,,,,,2
62534,,,,,,,,,,,,28,,,,1
62535,,,,,,,,,,23,,,,,,1
62536,,,,,,,,,,23,,,,,,1
62537,,,,,,,,,18,,,,,,,1
62538,0,,,,,,,,,,,28,,,,2
62539,,,,,,,,,,,,,,,,0
62540,,,,,,,,,,,,,,,33,1
62541,0,,,,,,,,,,,,,,,1
62542,,,,,,,,,,,,,,,,0
62543,,,,,,,,,18,,,,,,,1
62544,,,,,7,,,,,,,,,,,1
62545,,,,,,,,17,,,,,30,,,2
62546,,,,,,,,,,,25,,,,33,2
62547,,,,,,,,17,,,,,,,,1
62548,,,,,,,,,,,,,,,,0
62549,,2,,,,,,,,,,,,,,1
62550,,,,,,,,,,,25,,,,,1
62551,,,,,,,,,,,,28,,,,1
62552,,2,,,,10,,,,,,,,,33,3
62553,,,,,,,,,,,,,,,,0
62554,0,,,,,,,,,,,,,,,1
62555,,,,,,,,,,,,,,,,0
62556,,,,,,,,,,,25,,,,,1
62557,,,,,7,,,,18,,25,,,,33,4
62558,,,3,,,,,,,,,,,,,1
62559,,,,,,,,,,,,,,,,0
62560,,,,,,,,,,,,,,,,0
62561,,,,,,10,,,,,,,,,,1
62562,,,,,,,,,,,,,30,,,1
62563,,,,5,,,,,,,25,,,,,2
62564,,,,,,,,,,,,,,,,0
62565,,,,,,,,,,,,,,,,0
62566,,,,5,,,,,,,,,,,,1
62567,,,,,,,,,,,25,,,32,,2
62568,,,3,,,,,,,,,,,,,1
62569,,,,,,,,,,,,,,,,0
62570,,,,,,,,,,,,,30,,,1
62571,,,,,,,,17,,,,,,,,1
62572,,,,,,,,,,,,,,,,0
62573,0,,,,,,,,,,,,,,33,2
62574,,2,,,,,,,,,,,,,,1
62575,,,,,,,,,,,,,,,,0
62576,,,,,,10,,,,,,,,,,1
62577,,,,,,,,,,,,,,,,0
62578,,,,5,,,,,,,,,,,,1
62579,0,,,,,,,,,,,28,,,,2
62580,,,,,,,,,,,,,,,,0
62581,0,,,,,,,,,23,,,,,,2
62582,,,,,,,,,,,,,,,,0
62583,,,3,,,,,,,,,,,,,1
62584,0,,,,,,,,18,,,,,,,2
62585,,,,,,,,,,,,,,,,0
62586,,,,,,,,,,,,,30,,33,2
62587,,,,,,,,,,,,,,,,0
62588,,,,,,,12,,,23,,,,,,2
62589,,,3,,,,,,,,,,,,,1
62590,,,,,,,,,,,25,,,,,1
62591,,,,,,10,,,,,,,,,,1
62592,,,,,,,,,,,,28,,,,1
62593,,,,,,,12,,,,,,30,,,2
62594,,,,,,,,,,,,,,,,0
62595,,,,,,,,,,,,,,,,0
62596,,,,,7,,,,,,,,,,,1
62597,,,,,7,,,,,,,,,,,1
62598,,,,5,,,,,,,,,,,,1
62599,,,,,,,,,,,,,30,,,1
62600,,,,,,,,,,,,28,,,,1
62601,,,,5,,,,,,,,28,,,,2
62602,,,,,,,,,,,,,,,,0
62603,,,3,,,,,,18,,,,,,,2
62604,,,,,,,,,,23,,,,,,1
62605,,,,,,,,,,,,28,,,,1
62606,,,,,,,,,18,23,,,,,,2
62607,,,,,,10,,17,,,,,,,,2
62608,,,,,,,,,,,,,30,,,1
62609,,,,,,,,,,,25,,,,,1
62610,,,3,,,,,,,,,,,,,1
62611,,,,,,,,,,,25,,,,,1
62612,,,3,,,,,,,,,,,,,1
62613,,,,,,10,,,,,25,,,,,2
62614,,,3,,,10,,,,,,,,,,2
62615,,,,5,,,,,,,,,,,,1
62616,,,,,,,,,,,,,,,,0
62617,,,,5,,,,,18,,,,,,,2
62618,,,,,,,,,,,,,,,,0
62619,,,,,,,,,,,,,,,,0
62620,,,,,,,,,,,,,,,,0
62621,,,,,,,,,,,,,,,33,1
62622,,,,,7,,,,,23,,,,,,2
62623,,,3,,,,12,17,,,,,,,33,4
62624,,,,,,,12,,,,25,,,,,2
62625,,,,,,,,,,,,,30,,,1
62626,,,,,,,,,,,,,,,,0
62627,,,,,,,,17,,,,,,,,1
62628,,,,,7,,,,,,,,,,,1
62629,,,,,,,,,,,25,28,,,33,3
