ratio1,len1,len2,len3,len4,len5,len6,len7,len8
0.377766577,10.81856111,-1.440107947,16.27839454,-1.348944881,24.49365734,-0.738967624,-0.049658895,3.892413231
0.671959625,17.88474147,2.838051872,22.63155106,3.025386609,28.63821678,-2.716555226,0.097863858,4.00481413
0.367183854,12.90599258,1.319408972,18.5338417,1.38533948,26.61579774,1.876338903,0.045496861,2.394504699
0.376969041,34.20297165,-0.631236657,34.67255437,-1.005260222,35.14858414,-0.645204526,-0.021766781,6.145084926
0.555133242,58.74452777,2.83329622,73.0067115,2.915170115,90.73151366,2.302919058,0.09769987,3.926322612
0.5923075,47.91404058,-1.338547264,71.20598355,-1.371163651,105.820591,-0.781613821,-0.046156802,4.654071539
0.561409038,33.51432081,2.915982437,52.06825147,2.950684379,80.89386107,2.318036922,0.100551119,4.623632735
0.74706636,26.70875773,-1.347804916,39.93028002,-1.396057494,59.69679602,-0.444358424,-0.046476032,4.822159529
0.585052338,9.793480558,-3.107125928,18.71180948,-2.72722744,35.75151978,-2.185076306,-0.107142273,3.13569754
0.214877497,15.84639265,1.64678692,16.28682311,2.463364263,16.73949477,2.159509489,0.056785756,2.671483643
0.429446411,58.43083986,-1.046583712,65.64335997,-1.169466909,73.746171,-0.677958966,-0.036089094,4.867190803
0.667786709,80.64581321,2.897093139,104.7508337,2.99561301,136.0608409,2.243324212,0.099899763,3.886800436
